n,var,Percentage
20,0.47500000000000003,0.0
20,0.5,0.0
20,0.525,0.0
20,0.55,0.0
20,0.5750000000000001,0.0
20,0.6000000000000001,0.0
20,0.625,0.0
20,0.65,0.0
20,0.675,0.0
20,0.7000000000000001,0.0
20,0.7250000000000001,0.0
20,0.75,0.0
20,0.775,0.0
20,0.8,0.0
20,0.8250000000000001,0.0
20,0.8500000000000001,0.0
20,0.875,0.0
20,0.9,0.0
20,0.925,0.0
20,0.9500000000000001,0.0
20,0.9750000000000001,0.0
20,1.0,0.0
21,0.0,0.0
21,0.025,0.0
21,0.05,0.0
21,0.07500000000000001,0.0
21,0.1,0.0
21,0.125,0.0
21,0.15000000000000002,0.0
21,0.17500000000000002,0.0
21,0.2,0.0
21,0.225,0.0
21,0.25,0.0
21,0.275,0.0
21,0.30000000000000004,0.0
21,0.325,0.0
21,0.35000000000000003,0.0
21,0.375,0.0
21,0.4,0.0
21,0.42500000000000004,0.0
21,0.45,0.0
21,0.47500000000000003,0.0
21,0.5,0.0
21,0.525,0.0
21,0.55,0.0
21,0.5750000000000001,0.0
21,0.6000000000000001,0.0
21,0.625,0.0
21,0.65,0.0
21,0.675,0.0
21,0.7000000000000001,0.0
21,0.7250000000000001,0.0
21,0.75,0.0
21,0.775,0.0
21,0.8,0.0
21,0.8250000000000001,0.0
21,0.8500000000000001,0.0
21,0.875,0.0
21,0.9,0.0
21,0.925,0.0
21,0.9500000000000001,0.0
21,0.9750000000000001,0.0
21,1.0,0.0
22,0.0,0.0
22,0.025,0.0
22,0.05,0.0
22,0.07500000000000001,0.0
22,0.1,0.0
22,0.125,0.0
22,0.15000000000000002,0.0
22,0.17500000000000002,0.0
22,0.2,0.0
22,0.225,0.0
22,0.25,0.0
22,0.275,0.0
22,0.30000000000000004,0.0
22,0.325,0.0
22,0.35000000000000003,0.0
22,0.375,0.0
22,0.4,0.0
22,0.42500000000000004,0.0
22,0.45,0.0
22,0.47500000000000003,0.0
22,0.5,0.0
22,0.525,0.0
22,0.55,0.0
22,0.5750000000000001,0.0
22,0.6000000000000001,0.0
22,0.625,0.0
22,0.65,0.0
22,0.675,0.0
22,0.7000000000000001,0.0
22,0.7250000000000001,0.0
22,0.75,0.0
22,0.775,0.0
22,0.8,0.0
22,0.8250000000000001,0.0
22,0.8500000000000001,0.0
22,0.875,0.0
22,0.9,0.0
22,0.925,0.0
22,0.9500000000000001,0.0
22,0.9750000000000001,0.0
22,1.0,0.0
23,0.0,0.0
23,0.025,0.0
23,0.05,0.0
23,0.07500000000000001,0.0
23,0.1,0.0
23,0.125,0.0
23,0.15000000000000002,0.0
23,0.17500000000000002,0.0
23,0.2,0.0
23,0.225,0.0
23,0.25,0.0
23,0.275,0.0
23,0.30000000000000004,0.0
23,0.325,0.0
23,0.35000000000000003,0.0
23,0.375,0.0
23,0.4,0.0
23,0.42500000000000004,0.0
23,0.45,0.0
23,0.47500000000000003,0.0
23,0.5,0.0
23,0.525,0.0
23,0.55,0.0
23,0.5750000000000001,0.0
23,0.6000000000000001,0.0
23,0.625,0.0
23,0.65,0.0
23,0.675,0.0
23,0.7000000000000001,0.0
23,0.7250000000000001,0.0
23,0.75,0.0
23,0.775,0.0
23,0.8,0.0
23,0.8250000000000001,0.0
23,0.8500000000000001,0.0
23,0.875,0.0
23,0.9,0.0
23,0.925,0.0
23,0.9500000000000001,0.0
23,0.9750000000000001,0.0
23,1.0,0.0
24,0.0,0.0
24,0.025,0.0
24,0.05,0.0
24,0.07500000000000001,0.0
24,0.1,0.0
24,0.125,0.0
24,0.15000000000000002,0.0
24,0.17500000000000002,0.0
24,0.2,0.0
24,0.225,0.0
24,0.25,0.0
24,0.275,0.0
24,0.30000000000000004,0.0
24,0.325,0.0
24,0.35000000000000003,0.0
24,0.375,0.0
24,0.4,0.0
24,0.42500000000000004,0.0
24,0.45,0.0
24,0.47500000000000003,0.0
24,0.5,0.0
24,0.525,0.0
24,0.55,0.0
24,0.5750000000000001,0.0
24,0.6000000000000001,0.0
24,0.625,0.0
24,0.65,0.0
24,0.675,0.0
24,0.7000000000000001,0.0
24,0.7250000000000001,0.0
24,0.75,0.0
24,0.775,0.0
24,0.8,0.0
24,0.8250000000000001,0.0
24,0.8500000000000001,0.0
24,0.875,0.0
24,0.9,0.0
24,0.925,0.0
24,0.9500000000000001,0.0
24,0.9750000000000001,0.0
24,1.0,0.0
25,0.0,0.0
25,0.025,0.0
25,0.05,0.0
25,0.07500000000000001,0.0
25,0.1,0.0
25,0.125,0.0
25,0.15000000000000002,0.0
25,0.17500000000000002,0.0
25,0.2,0.0
25,0.225,0.0
25,0.25,0.0
25,0.275,0.0
25,0.30000000000000004,0.0
25,0.325,0.0
25,0.35000000000000003,0.0
25,0.375,0.0
25,0.4,0.0
25,0.42500000000000004,0.0
25,0.45,0.0
25,0.47500000000000003,0.0
25,0.5,0.0
25,0.525,0.0
25,0.55,0.0
25,0.5750000000000001,0.0
25,0.6000000000000001,0.0
25,0.625,0.0
25,0.65,0.0
25,0.675,0.0
25,0.7000000000000001,0.0
25,0.7250000000000001,0.0
25,0.75,0.0
25,0.775,0.0
25,0.8,0.0
25,0.8250000000000001,0.0
25,0.8500000000000001,0.0
25,0.875,0.0
25,0.9,0.0
25,0.925,0.0
25,0.9500000000000001,0.0
25,0.9750000000000001,0.0
25,1.0,0.0
26,0.0,0.0
26,0.025,0.0
26,0.05,0.0
26,0.07500000000000001,0.0
26,0.1,0.0
26,0.125,0.0
26,0.15000000000000002,0.0
26,0.17500000000000002,0.0
26,0.2,0.0
26,0.225,0.0
26,0.25,0.0
26,0.275,0.0
26,0.30000000000000004,0.0
26,0.325,0.0
26,0.35000000000000003,0.0
26,0.375,0.0
26,0.4,0.0
26,0.42500000000000004,0.0
26,0.45,0.0
26,0.47500000000000003,0.0
26,0.5,0.0
26,0.525,0.0
26,0.55,0.0
26,0.5750000000000001,0.0
26,0.6000000000000001,0.0
26,0.625,0.0
26,0.65,0.0
26,0.675,0.0
26,0.7000000000000001,0.0
26,0.7250000000000001,0.0
26,0.75,0.0
26,0.775,0.0
26,0.8,0.0
26,0.8250000000000001,0.0
26,0.8500000000000001,0.0
26,0.875,0.0
26,0.9,0.0
26,0.925,0.0
26,0.9500000000000001,0.0
26,0.9750000000000001,0.0
26,1.0,0.0
27,0.0,0.0
27,0.025,0.0
27,0.05,0.0
27,0.07500000000000001,0.0
27,0.1,0.0
27,0.125,0.0
27,0.15000000000000002,0.0
27,0.17500000000000002,0.0
27,0.2,0.0
27,0.225,0.0
27,0.25,0.0
27,0.275,0.0
27,0.30000000000000004,0.0
27,0.325,0.0
27,0.35000000000000003,0.0
27,0.375,0.0
27,0.4,0.0
27,0.42500000000000004,0.0
27,0.45,0.0
27,0.47500000000000003,0.0
27,0.5,0.0
27,0.525,0.0
27,0.55,0.0
27,0.5750000000000001,0.0
27,0.6000000000000001,0.0
27,0.625,0.0
27,0.65,0.0
27,0.675,0.0
27,0.7000000000000001,0.0
27,0.7250000000000001,0.0
27,0.75,0.0
27,0.775,0.0
27,0.8,0.0
27,0.8250000000000001,0.0
27,0.8500000000000001,0.0
27,0.875,0.0
27,0.9,0.0
27,0.925,0.0
27,0.9500000000000001,0.0
27,0.9750000000000001,0.0
27,1.0,0.0
28,0.0,0.0
28,0.025,0.0
28,0.05,0.0
28,0.07500000000000001,0.0
28,0.1,0.0
28,0.125,0.0
28,0.15000000000000002,0.0
28,0.17500000000000002,0.0
28,0.2,0.0
28,0.225,0.0
28,0.25,0.0
28,0.275,0.0
28,0.30000000000000004,0.0
28,0.325,0.0
28,0.35000000000000003,0.0
28,0.375,0.0
28,0.4,0.0
28,0.42500000000000004,0.0
28,0.45,0.0
28,0.47500000000000003,0.0
28,0.5,0.0
28,0.525,0.0
28,0.55,0.0
28,0.5750000000000001,0.0
28,0.6000000000000001,0.0
28,0.625,0.0
28,0.65,0.0
28,0.675,0.0
28,0.7000000000000001,0.0
28,0.7250000000000001,0.0
28,0.75,0.0
28,0.775,0.0
28,0.8,0.0
28,0.8250000000000001,0.0
28,0.8500000000000001,0.0
28,0.875,0.0
28,0.9,0.0
28,0.925,0.0
28,0.9500000000000001,0.0
28,0.9750000000000001,0.0
28,1.0,0.0
29,0.0,0.0
29,0.025,0.0
29,0.05,0.0
29,0.07500000000000001,0.0
29,0.1,0.0
29,0.125,0.0
29,0.15000000000000002,0.0
29,0.17500000000000002,0.0
29,0.2,0.0
29,0.225,0.0
29,0.25,0.0
29,0.275,0.0
29,0.30000000000000004,0.0
29,0.325,0.0
29,0.35000000000000003,0.0
29,0.375,0.0
29,0.4,0.0
29,0.42500000000000004,0.0
29,0.45,0.0
29,0.47500000000000003,0.0
29,0.5,0.0
29,0.525,0.0
29,0.55,0.0
29,0.5750000000000001,0.0
29,0.6000000000000001,0.0
29,0.625,0.0
29,0.65,0.0
29,0.675,0.0
29,0.7000000000000001,0.0
29,0.7250000000000001,0.0
29,0.75,0.0
29,0.775,0.0
29,0.8,0.0
29,0.8250000000000001,0.0
29,0.8500000000000001,0.0
29,0.875,0.0
29,0.9,0.0
29,0.925,0.0
29,0.9500000000000001,0.0
29,0.9750000000000001,0.0
29,1.0,0.0
30,0.0,0.0
30,0.025,0.0
30,0.05,0.0
30,0.07500000000000001,0.0
30,0.1,0.0
30,0.125,0.0
30,0.15000000000000002,0.0
30,0.17500000000000002,0.0
30,0.2,0.0
30,0.225,0.0
30,0.25,0.0
30,0.275,0.0
30,0.30000000000000004,0.0
30,0.325,0.0
30,0.35000000000000003,0.0
30,0.375,0.0
30,0.4,0.0
30,0.42500000000000004,0.0
30,0.45,0.0
30,0.47500000000000003,0.0
30,0.5,0.0
30,0.525,0.0
30,0.55,0.0
30,0.5750000000000001,0.0
30,0.6000000000000001,0.0
30,0.625,0.0
30,0.65,0.0
30,0.675,0.0
30,0.7000000000000001,0.0
30,0.7250000000000001,0.0
30,0.75,0.0
30,0.775,0.0
30,0.8,0.0
30,0.8250000000000001,0.0
30,0.8500000000000001,0.0
30,0.875,0.0
30,0.9,0.0
30,0.925,0.0
30,0.9500000000000001,0.0
30,0.9750000000000001,0.0
30,1.0,0.0
31,0.0,0.0
31,0.025,0.0
31,0.05,0.0
31,0.07500000000000001,0.0
31,0.1,0.0
31,0.125,0.0
31,0.15000000000000002,0.0
31,0.17500000000000002,0.0
31,0.2,0.0
31,0.225,0.0
31,0.25,0.0
31,0.275,0.0
31,0.30000000000000004,0.0
31,0.325,0.0
31,0.35000000000000003,0.0
31,0.375,0.0
31,0.4,0.0
31,0.42500000000000004,0.0
31,0.45,0.0
31,0.47500000000000003,0.0
31,0.5,0.0
31,0.525,0.0
31,0.55,0.0
31,0.5750000000000001,0.0
31,0.6000000000000001,0.0
31,0.625,0.0
31,0.65,0.0
31,0.675,0.0
31,0.7000000000000001,0.0
31,0.7250000000000001,0.0
31,0.75,0.0
31,0.775,0.0
31,0.8,0.0
31,0.8250000000000001,0.0
